,index,asm,correlation,variance,idm,entropy,sum_entropy,difference_entropy,sum_avg,contrast,energy,type
44,44,0.051077475560868515,-33375.486023703386,247.22587500851125,0.29186752111927045,-7.528269413546483,5.88585036004444,4.418271227543775,79.99271498543,7173360.999999968,0.051077475560868515,Benign
45,45,0.005547974114811789,-23740.657923257677,380.7632990025728,0.14344393702245983,-9.75376056399932,6.866225605004408,5.230875321513069,80.00046500093002,7173361.000000053,0.005547974114811789,Benign
46,46,0.35871569554970867,-73679.7123678098,94.03837807675619,0.6346254648615101,-3.566691577615512,3.2438916124850956,2.5479340922989886,80.00000000000003,7173361.000000003,0.35871569554970867,Benign
47,47,0.2625244791674153,-59868.173396401115,120.1289602579205,0.556133736944236,-4.334194512795835,3.8454824240640377,2.9679901547106713,80.00000000000003,7173360.999999967,0.2625244791674153,Benign
48,48,0.009535534950367193,-25403.131217316888,349.69689686976875,0.17006806042483744,-9.377316688892263,6.74212120126742,5.082246290471336,79.99953499906992,7173361.000000024,0.009535534950367193,Benign
49,49,0.19015780759382847,-51320.39874634675,146.42708785417565,0.4876872899348483,-4.999543414319324,4.361299598370336,3.3037316313211,79.99999999999999,7173360.999999992,0.19015780759382847,Benign
50,50,0.24228780973139483,-57522.167839319416,126.13212226424454,0.5390339593195655,-4.514761891830615,4.00059139954718,3.053493239551529,80.0,7173360.999999973,0.24228780973139483,Benign
51,51,0.11286948434342538,-41860.70459479707,183.90236470410318,0.39612428039883446,-6.086195827215469,5.087338187438913,3.8042189595796985,79.99829499659002,7173360.9999999525,0.11286948434342538,Benign
52,52,0.1203271504014975,-42182.61065274127,184.35473024985353,0.4090221829781256,-6.135041725880318,5.099833121729249,3.7867558754425596,80.00589001178001,7173360.999999996,0.1203271504014975,Benign
53,53,0.007106700036490497,-22675.676285166475,397.9950204605599,0.15389237410611764,-9.877526339872686,6.874249438986088,5.270609316690625,79.9748899497799,7173361.000000024,0.007106700036490497,Benign
54,54,0.003315064024805306,-22342.20226360408,407.330949073827,0.1217567938187879,-10.045164864952449,6.959599679018991,5.330388979970281,79.98868497736996,7173360.999999921,0.003315064024805306,Benign
55,55,0.16981346911903994,-48490.29121504721,154.92931985863967,0.46496931705707967,-5.308039570040407,4.555828009644905,3.454318034279882,79.99999999999997,7173360.999999996,0.16981346911903994,Benign
56,56,0.01825593246064117,-27697.317672924666,312.73544393328484,0.2078682591271028,-8.813499601801642,6.521003504704696,4.886256897453217,79.99643499287002,7173360.999999975,0.01825593246064117,Benign
57,57,0.06832661091784471,-36044.135248370956,225.13267786285098,0.32976372120351594,-7.098852281697338,5.672505177974244,4.202328758941483,80.00449500899003,7173361.000000001,0.06832661091784471,Benign
58,58,0.07888188586174609,-34087.03187979374,239.36614609139693,0.3437756222005398,-7.328084050748749,5.686002466810055,4.304173358505756,80.03286006572016,7173360.99999998,0.07888188586174609,Benign
59,59,0.006142932840941149,-21384.507662600157,431.96227991873195,0.14865330403220425,-10.087207511509456,6.919425705256254,5.3653624951184975,79.9773699547399,7173361.00000003,0.006142932840941149,Benign
60,60,0.0025515602701526754,-21297.084437239264,431.74334508009326,0.1168102933168812,-10.303961300681474,7.034406320977521,5.392972747730657,79.98046996093993,7173361.000000008,0.0025515602701526754,Benign
61,61,0.011457093128842204,-25501.623028581034,343.70185856528946,0.18121940136733086,-9.313991139885786,6.723472863696861,5.044192103216583,80.00868001736,7173361.000000011,0.011457093128842204,Benign
62,62,0.00231021304401477,-21041.716678256347,438.2108097990765,0.115334004876646,-10.36279974877547,7.060302306866798,5.408549929519727,80.01426002852007,7173361.000000023,0.00231021304401477,Benign
63,63,0.0016633152884888817,-20067.845605587092,465.1652241800361,0.102057035558619,-10.516064811455593,7.083385752445376,5.488494477154194,79.99488498977,7173360.999999975,0.0016633152884888817,Benign
